imdbId,tmdbId,original_title,genres
113347,11861,How To Make An American Quilt,drama|romance
114369,807,Se7en,crime|mystery|thriller
114148,10530,Pocahontas,adventure|animation|drama|family
114916,8391,When Night Is Falling,drama|romance
114814,629,The Usual Suspects,drama|crime|thriller
109950,117164,Guardian Angel,action|thriller|drama
113819,11448,Mighty Aphrodite,comedy|romance
110299,49133,Lamerica,drama|foreign
112499,26441,The Big Green,action|adventure|comedy|family
113158,97406,Georgia,drama
113541,124057,Kids of the Round Table,
113321,9089,Home for the Holidays,comedy|drama|romance
110877,11010,Il postino,comedy|drama|romance
112714,99040,Le confessionnal,thriller|drama|mystery
113419,11359,The Indian in the Cupboard,adventure|family|fantasy
116260,17182,Eye for an Eye,drama|thriller
113862,2054,Mr. Holland's Opus,music|drama|family
116126,10607,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,comedy
118002,19760,Two If by Sea,comedy|romance
115683,9536,Bio-Dome,comedy
116839,11525,Lawnmower Man 2: Beyond Cyberspace,action|science fiction
114753,40628,Two Bits,drama|family
113149,4482,Gazon maudit,comedy|romance
113118,10634,Friday,comedy
116367,755,From Dusk Till Dawn,horror|action|thriller|crime
113010,11859,Fair Game,action|thriller|romance
113537,28387,Kicking and Screaming,comedy|drama|romance
113828,48750,Les misérables,drama|history
115644,20927,Bed of Roses,drama|romance
115676,36929,Big Bully,comedy|family
114367,9102,Screamers,horror|science fiction
113973,124626,Nico Icon,documentary
112744,27526,The Crossing Guard,drama|thriller
116731,9623,The Juror,drama|thriller
112445,46785,بادکنک سفید,family|drama
114660,400,Things to Do in Denver When You're Dead,drama|crime
112379,880,Antonia,drama|comedy
114039,146599,Once Upon a Time... When We Were Colored,romance|drama
113612,188588,Last Summer in the Hamptons,
112365,8447,Angels and Insects,drama|romance
118158,10534,White Squall,action|drama
116151,17414,Dunston Checks In,adventure|comedy|family
115697,13997,Black Sheep,comedy
113972,2086,Nick of Time,crime|drama|thriller
113490,61548,The Journey of August King,drama
117002,9095,Mary Reilly,drama|horror|thriller|romance
114825,12158,Vampire in Brooklyn,comedy|horror|romance
115639,9283,Beautiful Girls,comedy|drama|romance
115759,9208,Broken Arrow,action|adventure|drama|thriller
113403,40154,A Midwinter's Tale,comedy
113247,406,La Haine,drama
111173,45549,Shopping,action|adventure|drama|science fiction|thriller
113283,63076,Heidi Fleiss: Hollywood Madam,documentary
115907,11062,City Hall,drama|thriller
115734,13685,Bottle Rocket,comedy|crime|drama
117102,47475,Mr. Wrong,comedy|romance
118040,2045,Unforgettable,drama|mystery|science fiction|thriller
116483,9614,Happy Gilmore,comedy
112579,688,The Bridges of Madison County,drama|romance
110251,11907,Keiner liebt mich,drama|comedy|family
117110,10874,Muppet Treasure Island,action|comedy|music|family|adventure
112646,89333,Catwalk,documentary
113276,96357,Headless Body in Topless Bar,crime
112573,197,Braveheart,action|drama|history|war
75314,103,Taxi Driver,crime|drama
113326,33542,紅番區,crime|action|comedy|thriller
115645,43566,Before and After,drama|thriller
113774,71754,Margaret's Museum,drama
112556,43612,Le Bonheur est dans le pré,comedy
112373,51352,Anne Frank Remembered,documentary|drama|foreign
115033,16934,The Young Poisoner's Handbook,comedy|crime|drama
116606,10324,If Lucy Fell,comedy|romance
114536,78406,Steal Big Steal Little,comedy|drama
117427,55731,Race the Sun,action|adventure|comedy|drama|family
106473,32119,The Boys of St. Vincent,drama
103859,11066,Boomerang,comedy|romance
109424,11104,重慶森林,drama|comedy|romance
114808,37975,L'uomo delle stelle,drama|romance
116324,2074,Flirting with Disaster,comedy|romance
110647,27793,The NeverEnding Story III,fantasy
111055,44284,صمت القصور,drama
110217,290157,Jupiter's Wife,
114131,110972,Pie in the Sky,comedy|romance
112364,32622,Angela,comedy|drama
113107,73067,Frankie Starlight,drama|romance|war
113451,11863,Jade,action|thriller|mystery|romance
114015,55475,Nueba Yol,comedy|drama|romance
114500,124636,Sonic Outlaws,music|documentary
116130,9101,Down Periscope,comedy
113125,123360,From the Journals of Jean Seberg,documentary
113756,5757,Man of the Year,comedy
113952,39428,The Neon Bible,drama
114618,124639,Target,
118055,9302,Up Close & Personal,drama|romance
115685,11000,The Birdcage,comedy
113200,249882,Gospa,drama
112585,16388,The Brothers McMullen,comedy|drama|romance
112442,9737,Bad Boys,action|comedy|crime|thriller
112342,30765,The Amazing Panda Adventure,action|adventure|drama|family
112461,10474,The Basketball Diaries,drama|crime
112427,22279,An Awfully Big Adventure,romance|drama|comedy
109093,30157,Amateur,crime|comedy|drama|thriller
112384,568,Apollo 13,drama
114287,11780,Rob Roy,adventure
112288,34996,The Addiction,drama|horror
112462,414,Batman Forever,action|crime|fantasy
61395,649,Belle de jour,drama|romance
112495,1873,Beyond Rangoon,drama|thriller
112541,5894,Blue in the Face,comedy
109370,1775,Canadian Bacon,action|comedy
112642,8839,Casper,fantasy|comedy|family
112688,20649,Clockers,mystery|crime|drama
112715,10329,Congo,action|adventure|drama|mystery|science fiction|thriller
112740,8963,Crimson Tide,action|thriller|drama
109508,26564,Crumb,documentary
112851,8068,Desperado,thriller|action|crime
112857,8512,Devil in a Blue Dress,drama|mystery|thriller
112864,1572,Die Hard: With a Vengeance,action|thriller
112887,13552,The Doom Generation,action|comedy|crime|drama
113044,259209,Feast of July,drama|crime
113071,6520,First Knight,action|adventure|drama|romance
113114,9073,Free Willy 2 - The Adventure Home,adventure
113243,10428,Hackers,action|crime|thriller|drama
113464,17447,Jeffrey,comedy|drama|romance
113481,9886,Johnny Mnemonic,adventure|action|drama|science fiction|thriller
113492,9482,Judge Dredd,science fiction
113500,19326,Jury Duty,comedy|drama
113540,9344,Kids,drama|crime
113677,9071,Living in Oblivion,drama|comedy
113690,8973,Lord of Illusions,mystery|horror|thriller
107447,15730,Love & Human Remains,comedy|drama
113729,47608,Mad Love,drama|family|romance
113749,2293,Mallrats,romance|comedy
113820,9070,Mighty Morphin Power Rangers: The Movie,action|adventure|science fiction|family|fantasy
113851,68274,Moonlight and Valentino,comedy|drama|romance
110604,48787,Mute Witness,thriller|foreign
110620,34574,Nadja,horror|thriller
113957,1642,The Net,crime|drama|mystery|thriller|action
113986,11472,Nine Months,comedy
114095,36196,Party Girl,comedy
114194,11980,The Prophecy,fantasy|horror|thriller
114241,58372,Reckless,fantasy|comedy|drama
114323,32646,Safe,drama
114345,10533,The Scarlet Letter,drama|history|romance
114435,56088,The Show,documentary
114436,10802,Showgirls,drama
114478,10149,Smoke,comedy|drama
114496,18402,Something to Talk About,comedy
114508,9348,Species,science fiction|horror|action
114534,139408,The Stars Fell on Henrietta,drama
114558,281,Strange Days,crime|drama|science fiction|thriller
58450,5967,Les parapluies de Cherbourg,drama|romance
114666,79593,The Tie That Binds,thriller
114663,47939,Three Wishes,drama|fantasy
114702,36834,Total Eclipse,drama|romance
114682,9090,"To Wong Foo, Thanks for Everything! Julie Newmar",comedy
114781,3512,Under Siege 2: Dark Territory,action|thriller
114798,52856,Unstrung Heroes,comedy|drama|family
114805,77350,Unzipped,documentary
114887,9560,A Walk in the Clouds,drama|romance
114898,9804,Waterworld,adventure|action
114928,31611,White Man's Burden,drama
114938,65796,Wild Bill,action|western
109340,49805,The Browning Version,drama
112602,26258,Bushwhacked,adventure|action|comedy|crime|family
111579,50797,Утомлённые солнцем,drama
110882,19155,Before the Rain,drama|war
112471,76,Before Sunrise,drama|romance
112508,11017,Billy Madison,comedy
112438,37141,The Babysitter,drama|thriller
112571,9382,Boys on the Side,comedy|drama
112757,6715,The Cure,drama|family
112643,18256,Castle Freak,thriller|drama|horror|mystery
112679,22625,Circle of Friends,drama|family|romance
109445,2292,Clerks,comedy
112883,1909,Don Juan DeMarco,romance|drama|comedy
109635,8984,Disclosure,drama|thriller|crime|mystery|romance
112899,61813,Dream Man,thriller
109676,4954,Drop Zone,action|adventure|thriller
112854,62488,Destiny Turns on the Radio,crime|comedy|fantasy
109579,10531,Death and the Maiden,drama|thriller|mystery
109642,11929,Dolores Claiborne,crime|drama|mystery
109686,8467,Dumb and Dumber,comedy
111797,10451,飲食男女,comedy|drama|romance
109759,20156,Exotica,drama|mystery
109758,18395,Exit to Eden,thriller|comedy|crime|romance
109707,522,Ed Wood,comedy|drama|history
113117,397,French Kiss,comedy|romance
113097,10525,Forget Paris,comedy|drama|romance
113028,27985,Far from Home: The Adventures of Yellow Dog,action|adventure|drama|family
113198,15789,A Goofy Movie,romance|animation|family|comedy|adventure
113303,27303,Hideaway,drama|thriller
113089,21183,Fluke,drama|family|fantasy
109771,10954,Farinelli,history|drama
113199,47867,Gordy,drama|family|fantasy
113234,43475,Gumby: The Movie,fantasy|animation|science fiction|family
109906,72031,The Glass Shield,drama|action|thriller|crime
110057,14275,Hoop Dreams,documentary
110005,1024,Heavenly Creatures,drama|fantasy
110066,17207,Houseguest,comedy|family
110116,13701,Immortal Beloved,drama|music|romance
110006,14819,Heavyweights,comedy|family|drama
113360,32631,The Hunted,action|thriller
110099,11777,I.Q.,comedy|drama|romance
110148,628,Interview with the Vampire,horror|romance
113463,87729,Jefferson in Paris,drama|romance
110189,18713,The Jerky Boys,comedy|crime
110216,6280,Junior,comedy|family|romance
113501,9061,Just Cause,action|drama|mystery|thriller
113538,37108,A Kid in King Arthur's Court,adventure|fantasy|comedy|science fiction|family
113552,6071,Kiss of Death,action|crime|drama|thriller
76759,11,Star Wars,adventure|action|science fiction
110367,9587,Little Women,drama|romance
113670,19101,A Little Princess,drama|family|fantasy
110296,49980,Ladybird Ladybird,drama
109731,17961,L'Enfer,crime|drama
103994,18183,Como agua para chocolate,drama|romance
110322,4476,Legends of the Fall,adventure|drama|romance|war
110443,11008,Major Payne,adventure|comedy|family
110365,47504,Little Odessa,action|drama
107566,32325,Mi Vida Loca,crime|drama
110391,43742,Love Affair,drama|romance
113691,28313,Losing Isaiah,drama
110428,11318,The Madness of King George,comedy|drama|history
109836,3036,Frankenstein,drama|horror|science fiction|romance
113755,40490,Man of the House,action|comedy|family
110538,24070,Mixed Nuts,comedy|drama|romance
110516,8986,Milk Money,comedy|romance
110527,10510,Miracle on 34th Street,fantasy|drama|family
113808,17402,Miami Rhapsody,comedy|romance
113896,38722,My Family,comedy|drama
113870,8438,Murder in the First,crime|drama
110684,11593,Nobody's Fool,drama|comedy
110638,1945,Nell,drama|thriller
113967,39310,New Jersey Drive,crime|drama
117169,109560,New York Cop,action|thriller|crime|drama
106402,56428,Beyond Bedlam,horror
113948,63105,Nemesis 2 - Nebula,science fiction|action|thriller
110671,131957,Nina Takes a Lover,drama|romance
110632,241,Natural Born Killers,crime|thriller|drama
110737,9058,Only You,comedy|drama|romance
110729,527,Once Were Warriors,drama
114151,18220,Poison Ivy II: Lily,drama|romance|thriller
114069,6950,Outbreak,action|drama|science fiction|thriller
110413,101,Léon,thriller|crime|drama
114113,63020,The Perez Family,comedy|drama|romance
114210,2307,A Pyromaniac's Love Story,comedy|drama|romance
110912,680,Pulp Fiction,thriller|crime
114084,41478,Panther,drama
105652,25296,Pushing Hands,comedy|drama
110889,40156,Priest,drama|romance
110932,11450,Quiz Show,history|drama
114129,30304,Picture Bride,drama|history
110963,10452,La Reine Margot,drama|history
114214,12106,The Quick and the Dead,action|western
114296,161495,Roommates,drama|comedy
110907,3586,Prêt-à-Porter,drama|comedy
111495,110,Trois couleurs : Rouge,drama|mystery|romance
108394,108,Trois couleurs : Bleu,drama|music|mystery
111507,109,Trois couleurs : Blanc,comedy|drama|mystery
110769,159185,Pao Da Shuang Deng,drama
114268,36357,Rent-a-Kid,comedy|family|tv movie
110965,92769,Relative Fear,horror|drama
114571,28033,Stuart Saves His Family,comedy|drama
111333,22586,The Swan Princess,animation
111112,14334,The Secret of Roan Inish,drama|family|fantasy
111255,2636,The Specialist,action|thriller
111282,2164,Stargate,action|adventure|science fiction
111070,11395,The Santa Clause,fantasy|drama|comedy|family
111161,278,The Shawshank Redemption,drama|crime
111149,9905,Shallow Grave,crime|thriller
108260,87078,Suture,drama|thriller
106966,12527,Fresa y chocolate,comedy|drama
114594,20306,Swimming with Sharks,crime|comedy
111309,36614,The Sum of Us,comedy|drama|romance
113936,27993,Senior Trip,comedy
110081,31439,活着,drama|romance|war
114614,9067,Tank Girl,action|comedy|fantasy|science fiction
114608,9059,Tales from the Crypt: Demon Knight,horror|comedy|thriller
111280,193,Star Trek: Generations,science fiction|action|adventure|thriller
114609,25066,Tales from the Hood,crime|horror|thriller
111454,46797,Tom & Viv,drama|romance
114852,12122,Village of the Damned,thriller|horror|science fiction
114694,11381,Tommy Boy,comedy
111590,32636,Vanya on 42nd Street,drama|romance
114788,36141,The Underneath,thriller|crime
114888,95963,The Walking Dead,drama|war
108550,1587,What's Eating Gilbert Grape,romance|drama
114857,9271,Virtuosity,action|crime|science fiction|thriller
114924,2064,While You Were Sleeping,comedy|drama|romance
111667,19855,The War,drama
109655,60855,Double Happiness,comedy|romance
110598,236,Muriel's Wedding,drama|comedy|romance
112435,48287,The Baby-Sitters Club,comedy|drama|family
109040,3049,Ace Ventura: Pet Detective,comedy|mystery
109045,2759,"The Adventures of Priscilla, Queen of the Desert",drama|comedy
106339,12635,Backbeat,drama|music
104779,10497,Bitter Moon,thriller|drama|romance
109348,11382,Bullets Over Broadway,action|comedy|thriller
109444,9331,Clear and Present Danger,action|drama|thriller
109446,10731,The Client,drama|thriller|crime|mystery
109484,10464,"Corrina, Corrina",comedy|drama|family|romance
109504,34152,Crooklyn,comedy|drama
109506,9495,The Crow,fantasy|action|thriller
109450,29973,Cobb,drama
109813,888,The Flintstones,fantasy|comedy|family
109830,13,Forrest Gump,comedy|drama|romance
109831,712,Four Weddings and a Funeral,comedy|drama|romance
113305,16295,Higher Learning,romance|drama|crime
110091,48992,I Like It Like That,comedy|drama|romance
110093,10879,I Love Trouble,action|comedy|romance
110167,10660,It Could Happen to You,comedy|drama|romance
110213,10714,The Jungle Book,adventure|drama|family
107472,41647,Die Macht der Bilder: Leni Riefenstahl,documentary|foreign
110357,8587,The Lion King,family|animation|drama
107426,1689,Little Buddha,drama|history
111686,11596,New Nightmare,horror|thriller|mystery|fantasy
110475,854,The Mask,romance|comedy|crime|fantasy
110478,9359,Maverick,action|adventure|comedy|drama|western
110588,23333,Mrs. Parker and the Vicious Circle,drama
110622,36593,The Naked Gun 33⅓: The Final Insult,comedy|crime
110771,12280,The Paper,comedy|drama
110950,2788,Reality Bites,drama
105226,10427,Red Rock West,crime|drama|thriller
110989,11011,Ri¢hie Ri¢h,comedy|family
111054,49803,Safe Passage,drama
110997,8987,The River Wild,action|adventure|crime|thriller
111257,1637,Speed,action|adventure|crime
111256,15128,Speechless,comedy|romance
111438,8831,Timecop,thriller|science fiction|action|crime
111503,36955,True Lies,action|thriller
111693,10449,When a Man Loves a Woman,drama|romance
111742,10395,Wolf,fantasy
111756,12160,Wyatt Earp,drama|action|western
112443,40480,Bad Company,action|crime|romance|thriller
110455,52038,A Man of No Importance,comedy|drama
111048,29444,S.F.W.,comedy|drama
110399,26352,A Low Down Dirty Shame,action|comedy|crime
112570,39953,"Boys Life: Three Stories of Love, Lust, and Liberation",drama
109454,41580,Le colonel Chabert,drama
59170,315,"Faster, Pussycat! Kill! Kill!",action|crime
110186,22067,Jason's Lyric,crime|drama|romance
108069,18242,The Secret Adventures of Tom Thumb,animation|science fiction
111301,11667,Street Fighter,action|adventure|thriller
112702,32502,Coldblooded,action|comedy
112849,267188,Desert Winds,
113014,28732,Fall Time,action|adventure|crime|drama|thriller
113043,75555,The Fear,horror|thriller
113104,42981,Frank and Ollie,documentary
113173,278939,Girl in the Cadillac,romance|adventure|crime|drama
113319,291731,Homage,thriller|drama
113827,226229,Mirage,action|thriller
114047,203119,Open Season,comedy
112889,172923,Dos Crímenes,
109339,316098,Brother Minister: The Assassination of Malcolm X,documentary
110027,8011,Highlander III: The Sorcerer,action|fantasy|science fiction
109785,171857,Federal Hill,
113409,2654,In the Mouth of Madness,horror|mystery|thriller
109021,18069,8 Seconds,drama|romance
109035,19092,Above the Rim,crime|drama
106220,2758,Addams Family Values,comedy|family|fantasy
111804,38129,Martin Lawrence: You So Crazy,comedy
106226,10436,The Age of Innocence,drama|romance
109068,13595,Airheads,comedy|crime|music
109067,46094,The Air Up There,comedy|family
106292,9409,Another Stakeout,action|comedy
109198,11853,Bad Girls,action|adventure|comedy|drama|western
109219,16771,Barcelona,comedy|drama|romance
106379,46924,Being Human,drama|comedy|fantasy
106400,11041,The Beverly Hillbillies,comedy
109254,306,Beverly Hills Cop III,action|comedy|crime
109279,14522,Black Beauty,action|adventure|drama|family
109297,26203,Blink,mystery|crime|drama|thriller
109303,178,Blown Away,drama|action|thriller
109305,19819,Blue Chips,drama
109306,57834,Blue Sky,drama|romance
106452,4722,Body Snatchers,horror|science fiction|thriller
106471,18215,Boxing Helena,drama|romance
106489,1607,A Bronx Tale,drama|crime
109361,26391,Cabin Boy,comedy
106505,117553,Calendar Girl,drama|comedy
106519,6075,Carlito's Way,action|crime|drama|thriller
109439,11310,City Slickers II: The Legend of Curly's Gold,action|comedy|drama|western
109443,18658,Clean Slate,comedy|thriller|mystery
106582,9350,Cliffhanger,action|adventure|thriller
106598,9612,Coneheads,comedy|science fiction|family
109456,2124,Color of Night,drama|mystery|romance|thriller
109480,26261,Cops & Robbersons,action|comedy|family
109493,19176,The Cowboy Way,western|action|comedy
106660,49299,Dangerous Game,drama
106673,11566,Dave,comedy
106677,9571,Dazed and Confused,comedy|drama
106697,9739,Demolition Man,crime|action|science fiction
109729,24257,The Endless Summer 2,documentary
106834,34444,Even Cowgirls Get the Blues,western|drama|comedy|romance
106873,26141,Fatal Instinct,comedy
106332,10997,霸王别姬,drama
109783,50463,The Favor,drama|comedy|romance
106881,10443,Fearless,drama
106880,20239,Fear of a Black Hat,comedy
111732,16297,With Honors,comedy|drama
106926,18551,Flesh and Bone,drama|mystery|romance
111712,25440,Widows' Peak,comedy|thriller|mystery|romance|foreign
106941,9024,For Love or Money,comedy|romance
106918,37233,The Firm,drama|mystery|thriller
106965,1634,Free Willy,family|adventure
109842,13815,Fresh,crime|drama|thriller
106977,5503,The Fugitive,adventure|action|thriller|crime|mystery
107004,35588,Geronimo: An American Legend,history|action|drama|western
109890,2087,The Getaway,drama|action|thriller
109891,41579,Getting Even with Dad,family|comedy|crime
109913,18620,Go Fish,drama|romance
109920,41006,A Good Man in Africa,comedy|drama
107057,4916,Guilty as Sin,drama|thriller
107076,2019,Hard Target,action|adventure|crime|thriller
107096,31642,Heaven & Earth,history|war|action|drama
107144,9255,Hot Shots! Part Deux,action|comedy|war
113674,26271,Live Nude Girls,comedy
112966,10612,The Englishman Who Went Up a Hill But Came Down a Mountain,drama|comedy|romance
107151,2259,The House of the Spirits,romance|drama
110064,16097,House Party 3,comedy
110074,11934,The Hudsucker Proxy,comedy|drama
110097,106143,I'll Do Anything,comedy|drama
110123,12475,In the Army Now,comedy
107206,9386,In the Line of Fire,action|drama|thriller|crime|mystery
107207,7984,In the Name of the Father,drama
110137,59930,The Inkwell,comedy|drama|romance
108551,15765,What's Love Got to Do with It,drama|music
110197,31643,Jimmy Hollywood,comedy
107286,6,Judgment Night,action|thriller|crime
107290,329,Jurassic Park,adventure|science fiction
107302,10909,Kalifornia,thriller|crime
110265,507,Killing Zoe,action|crime|drama|thriller
107322,34024,King of the Hill,drama
110305,29918,Lassie,action|adventure|drama|family
107362,9593,Last Action Hero,adventure|fantasy|action|comedy|family
107413,42580,Life With Mikey,comedy|family
110353,22317,Lightning Jack,action|comedy|western
107468,1413,M. Butterfly,drama|romance
107478,12121,Made in America,comedy
107497,2246,Malice,drama|crime
107501,10502,The Man without a Face,drama
107507,10440,Manhattan Murder Mystery,comedy|mystery
107554,9516,Menace II Society,drama|action|crime
116253,2320,Executive Decision,action|adventure|drama|thriller
74102,5879,愛のコリーダ,drama|romance
111689,83718,What Happened Was...,thriller|comedy|drama|romance
107616,11971,Much Ado About Nothing,drama|comedy|romance
107611,2625,Mr. Jones,drama|romance
107613,31911,Mr. Wonderful,comedy|romance
107614,788,Mrs. Doubtfire,comedy|drama|family
107653,21450,Naked,comedy|drama
110657,11231,The Next Karate Kid,adventure
110649,41588,The New Age,comedy|drama
110678,10447,No Escape,action|drama|science fiction|thriller
110687,31586,North,comedy|drama|family|fantasy|science fiction
107756,9300,Orlando,romance|drama|fantasy
107808,9559,A Perfect World,crime|drama|thriller
107818,9800,Philadelphia,drama
107822,713,The Piano,drama|romance
107840,8291,Poetic Justice,drama|romance
107889,18133,The Program,drama
111003,25557,The Puppet Masters,horror|science fiction|thriller
110939,22588,Radioland Murders,comedy|crime|drama|music|mystery|romance
110955,10872,The Ref,comedy
107943,1245,The Remains of the Day,drama|romance
110971,11858,Renaissance Man,comedy|war
107969,7007,Rising Sun,action|drama|thriller
111001,10467,The Road to Wellville,comedy|romance
107978,5550,RoboCop 3,action|adventure|crime|science fiction|thriller
107977,8005,Robin Hood: Men in Tights,comedy
107983,2088,Romeo Is Bleeding,action|crime|drama|thriller
105275,10412,Romper Stomper,action|drama|thriller
108000,47889,Ruby in Paradise,drama|romance
108002,14534,Rudy,drama
108026,56583,The Saint of Fort Washington,drama
105032,41878,Les Nuits Fauves,drama
108052,424,Schindler's List,drama|history|war
111094,35233,The Scout,comedy|drama
108065,14291,Searching for Bobby Fischer,drama
111102,103413,Second Best,drama
108071,11236,The Secret Garden,drama|family|fantasy
111127,11592,Serial Mom,comedy|crime|horror|thriller
111143,8850,The Shadow,adventure|fantasy|action|thriller|science fiction
108101,10445,Shadowlands,drama|romance
108122,695,Short Cuts,comedy|drama
111194,43535,A Simple Twist of Fate,drama|family
111201,12519,Sirens,comedy|drama
108149,23210,Six Degrees of Separation,mystery|drama|comedy
108160,858,Sleepless in Seattle,comedy|drama|romance
108162,867,Sliver,drama|thriller
83658,78,Blade Runner,science fiction|drama|thriller
108186,13203,Son in Law,comedy|drama|romance
108174,10442,So I Married an Axe Murderer,comedy|crime|romance
108238,11074,Striking Distance,crime|action|mystery|thriller
89256,33367,Harem,history|drama|romance
108255,9607,Super Mario Bros.,adventure|comedy|family|fantasy
111323,17585,Surviving the Game,action|adventure|thriller|crime
111400,9057,Terminal Velocity,action|thriller
108328,20967,Thirty Two Short Films About Glenn Gould,drama|music
111418,10635,Threesome,comedy|drama|family|romance
107688,9479,The Nightmare Before Christmas,fantasy|animation|family
108333,10057,The Three Musketeers,action|adventure|comedy
108358,11969,Tombstone,action|adventure|drama|history|western
111488,41590,Trial by Jury,drama|action|thriller
108399,319,True Romance,action|thriller|crime|romance
108515,26408,The War Room,documentary|history
110763,15139,The Pagemaster,fantasy|science fiction|family|animation
107779,161158,"Paris, France",drama|comedy
109226,218473,"The Beans of Egypt, Maine",
110259,85247,Killer,thriller|drama|romance
114906,11446,Welcome to the Dollhouse,comedy|drama
107002,51980,Germinal,drama|romance
109403,24405,Chasers,comedy|romance
104029,11655,Cronos,drama|horror|thriller
110623,11800,Naked in New York,comedy|romance
107315,8223,Kika,comedy|drama
106408,14587,Bhaji on the Beach,comedy|drama
110363,31504,Little Big League,comedy|family
107349,41653,Kådisbellan,drama
111709,53185,Wide Eyed and Legless,tv movie|drama|romance|comedy
109828,95743,Foreign Student,drama|romance
107225,23637,Io speriamo che me la cavo,comedy|foreign
111252,17600,Spanking the Monkey,comedy|drama
110366,10897,The Little Rascals,romance|comedy|family
106878,349394,À la mode,comedy
109120,21352,Andre,drama|family|adventure
108059,68806,La scorta,thriller|crime|drama
110892,37345,Princess Caraboo,comedy|drama|history|mystery
112651,32562,The Celluloid Closet,history|documentary
107642,47507,Métisse,drama|comedy|romance|foreign
109382,25403,Caro diario,comedy|drama
106678,124304,De eso no se habla,romance|drama
112572,9066,The Brady Bunch Movie,comedy
99785,771,Home Alone,comedy|family
99653,251,Ghost,fantasy|drama|thriller|mystery|romance
103639,812,Aladdin,animation|family|comedy|adventure|fantasy|romance
103064,280,Terminator 2: Judgment Day,action|thriller|science fiction
99348,581,Dances with Wolves,adventure|drama|western
114706,80350,Tough and Deadly,thriller|action|drama
96895,268,Batman,fantasy|action
102926,274,The Silence of the Lambs,crime|drama|thriller
29583,408,Snow White and the Seven Dwarfs,fantasy|animation|family
101414,10020,Beauty and the Beast,romance|family|animation|fantasy|music
32910,10895,Pinocchio,animation|family
100405,114,Pretty Woman,romance|comedy
110719,41043,Окно в Париж,comedy|drama|fantasy
65214,576,The Wild Bunch,adventure|western
110395,15477,Love and a .45,crime|thriller
111752,59146,The Wooden Man's Bride,drama|foreign|romance
109934,124472,A Great Day in Harlem,
112606,30528,Bye Bye Love,comedy|romance
117247,7300,One Fine Day,comedy|romance
112625,10824,Candyman: Farewell to the Flesh,horror
106537,261246,Century,romance|drama
116282,275,Fargo,crime|drama|thriller
116552,25059,Homeward Bound II: Lost in San Francisco,adventure|comedy|drama|family
82509,11827,Heavy Metal,animation|science fiction
116514,8766,Hellraiser: Bloodline,horror|thriller|science fiction
117283,23570,The Pallbearer,comedy|romance
116684,47333,Jane Eyre,drama|romance
110374,54850,Loaded,drama|mystery|thriller
70506,51242,Pane e cioccolata,comedy|foreign
65421,10112,The Aristocats,animation|comedy|family|adventure
113083,4307,La flor de mi secreto,drama|romance
118001,46029,Two Much,comedy|romance
116165,32308,Ed,comedy|family
102855,88893,Schrei aus Stein,adventure|drama|documentary
107471,52873,Ma saison préférée,drama
113839,123505,A Modern Affair,
112712,340210,Condition Red,thriller|action|drama
90665,44281,Asfour Stah,comedy|drama
117891,28121,A Thin Line Between Love and Hate,comedy|thriller|crime|romance
113613,12520,The Last Supper,comedy|thriller|crime|drama
117381,1592,Primal Fear,crime|drama|mystery|thriller
114305,166901,Rude,
115837,36447,Carried Away,drama|romance
